University,Url
 University Of Dallas Irving,https://sis.ou.edu/ted/home/byOther?stat_code=TX&sbgi_code=006868&trns_subj_code=&trns_subj_crse=
 University Of Houston Houston,https://sis.ou.edu/ted/home/byOther?stat_code=TX&sbgi_code=006870&trns_subj_code=&trns_subj_crse=
 University Of North Texas Denton,https://sis.ou.edu/ted/home/byOther?stat_code=TX&sbgi_code=006481&trns_subj_code=&trns_subj_crse=
 University Of St. Thomas Houston,https://sis.ou.edu/ted/home/byOther?stat_code=TX&sbgi_code=006880&trns_subj_code=&trns_subj_crse=
 Vernon College Vernon,https://sis.ou.edu/ted/home/byOther?stat_code=TX&sbgi_code=006913&trns_subj_code=&trns_subj_crse=
 Victoria College Victoria,https://sis.ou.edu/ted/home/byOther?stat_code=TX&sbgi_code=006915&trns_subj_code=&trns_subj_crse=
 Wade College Dallas Market Ctr Dallas,https://sis.ou.edu/ted/home/byOther?stat_code=TX&sbgi_code=001537&trns_subj_code=&trns_subj_crse=
 Wayland Baptist University Plainview,https://sis.ou.edu/ted/home/byOther?stat_code=TX&sbgi_code=006930&trns_subj_code=&trns_subj_crse=
 Weatherford College Weatherford,https://sis.ou.edu/ted/home/byOther?stat_code=TX&sbgi_code=006931&trns_subj_code=&trns_subj_crse=
 West Texas A&M University Canyon,https://sis.ou.edu/ted/home/byOther?stat_code=TX&sbgi_code=006938&trns_subj_code=&trns_subj_crse=
 Western Texas College Snyder,https://sis.ou.edu/ted/home/byOther?stat_code=TX&sbgi_code=006951&trns_subj_code=&trns_subj_crse=
 Westwood College Dallas,https://sis.ou.edu/ted/home/byOther?stat_code=TX&sbgi_code=UTX030&trns_subj_code=&trns_subj_crse=
 Wharton County Junior College Wharton,https://sis.ou.edu/ted/home/byOther?stat_code=TX&sbgi_code=006939&trns_subj_code=&trns_subj_crse=
 Wiley College Marshall,https://sis.ou.edu/ted/home/byOther?stat_code=TX&sbgi_code=006940&trns_subj_code=&trns_subj_crse=
 Woodcrest College Lindale,https://sis.ou.edu/ted/home/byOther?stat_code=TX&sbgi_code=UTX031&trns_subj_code=&trns_subj_crse=
